student_id,dropout_probability,flagged_at_risk
c9eba67eec0c,0.499,False
ff269370af8e,0.499,False
782c04bfcacc,0.499,False
9fd80ee72227,0.499,False
488ecb859215,0.499,False
421e4f6209f9,0.499,False
f9c4e63e0e44,0.499,False
d27547d100c2,0.499,False
e44385683107,0.499,False
dfc413c0900f,0.499,False
f2dfc36bfba7,0.499,False
e0c72cfa815d,0.499,False
be5e528d1b6c,0.499,False
b930c2a48977,0.499,False
508c1814eca8,0.499,False
372c68d1e0ba,0.499,False
e93bfdd60d9c,0.499,False
ad8109db7569,0.499,False
c01790321c76,0.499,False
f3ce14827705,0.499,False
310f3294b434,0.499,False
9d5898964cd1,0.498,False
ecb2c108a8d8,0.498,False
b7abc954246b,0.498,False
0230177e201d,0.498,False
76d79f56e1a0,0.498,False
d857893ce2c6,0.498,False
4603d475e05f,0.498,False
e164ec5a33cd,0.498,False
1ff0a9b27e90,0.498,False
a9b8e3e989b6,0.498,False
f539d10e6fec,0.498,False
4cc415e19ee9,0.498,False
e78fe381073a,0.498,False
f98c69e36faf,0.498,False
e582296c4482,0.498,False
c16ad45bf3be,0.498,False
2adc5b811766,0.498,False
6eb1410b8584,0.498,False
bba9ea55e380,0.498,False
a9ca53f10e26,0.497,False
85f0372fe889,0.497,False
bbefa318d54c,0.497,False
a35a2cda0548,0.497,False
e58740149ffa,0.497,False
641a8bc856a9,0.497,False
5bfcb1ce5e78,0.497,False
5cd047db999c,0.497,False
ab2cef35b03b,0.497,False
02ddc18d5e27,0.497,False
077b2d52ee6d,0.497,False
d91bf374cadb,0.497,False
1f2b46d210d3,0.497,False
ec3c002fb8eb,0.497,False
c2cb29e97fb5,0.497,False
1254d32bb3d6,0.497,False
1264f493f48a,0.497,False
b2a87b43d3d2,0.497,False
841c889b8178,0.497,False
d3284331e354,0.497,False
5449364ce862,0.497,False
b2850cbfc16c,0.497,False
36e0cabdf029,0.497,False
8d595aa8851e,0.497,False
7dd6bf853609,0.497,False
2d8bc6d01767,0.497,False
fff168295923,0.497,False
c39825015710,0.496,False
92d5de26e634,0.496,False
099d458d1a0c,0.496,False
508e485538ac,0.496,False
bb69ee5a2228,0.496,False
625daf372569,0.496,False
012c9653637d,0.496,False
4c4a851d9cab,0.496,False
4515483bd264,0.496,False
700de1f9cf18,0.496,False
3cb55a7deffb,0.496,False
8b0841069e00,0.496,False
cbc4e8d6d911,0.496,False
7d7239693e88,0.496,False
423a95e5544a,0.496,False
420821409425,0.496,False
b8acac391de3,0.496,False
27055a54487e,0.496,False
72ca47a2c1b4,0.495,False
f1a9ccdbfcd0,0.495,False
94ad8ab44f25,0.495,False
3412b4d2b12b,0.495,False
cccf1591ea54,0.495,False
e2ff1fea9b8f,0.495,False
2170c010178b,0.495,False
03f505633723,0.495,False
ab69f0c2e2c3,0.495,False
5631f63dea2e,0.495,False
c7a3e992ec45,0.495,False
65fcfadeb66a,0.495,False
5446d8f19ede,0.495,False
fe2234ed010f,0.495,False
076e19b41e7f,0.495,False
3ed2758cf244,0.495,False
c19c86ca8552,0.495,False
3ca6f9f5e7f0,0.494,False
dd9dab86fc1f,0.494,False
7564a9ffe60d,0.494,False
c8f9a2dadd11,0.494,False
186e13a62d37,0.494,False
d0f2cd85665e,0.494,False
d0682234e61a,0.494,False
e130aae3af91,0.494,False
103598a69812,0.494,False
a59c420d5de8,0.494,False
60ddccee7e06,0.494,False
bb48302aac6a,0.494,False
74d0fabeb74f,0.494,False
ec13b70a4189,0.494,False
173269f60715,0.494,False
f13bf6d02409,0.494,False
924855118523,0.494,False
cdbed55696a1,0.494,False
a1c0193a2c78,0.494,False
8cc7b8d8733d,0.494,False
f355c237a07c,0.494,False
e5692b4b7ad6,0.494,False
f790d55c5932,0.493,False
d4bc13a99ace,0.493,False
8990d5d11e93,0.493,False
ad681c13dc88,0.493,False
563a36411225,0.493,False
bfc03c7c601d,0.493,False
d0e64341c8e1,0.493,False
f6d785a9a098,0.493,False
07bea51a73a9,0.493,False
faef891fceb0,0.493,False
67a77e4a2cac,0.493,False
fe73c8af2fbc,0.492,False
40620c1e422b,0.492,False
4051592b83db,0.492,False
7eb72f1f778c,0.492,False
f1c0efccd510,0.492,False
b2e8eaa11377,0.492,False
212ed5554014,0.492,False
02ce438674d6,0.492,False
67f1237aa6a2,0.492,False
2aa24c48bdab,0.492,False
b2775ab178e3,0.492,False
c8b57c22e05f,0.492,False
4dfeaf8506ec,0.492,False
53318c528c9b,0.492,False
a4cf2641a242,0.492,False
3b5d2a198526,0.492,False
623d2cb39b7e,0.492,False
cd0622cd2656,0.491,False
8d9c5242188c,0.491,False
01872bdc9af3,0.491,False
48101c336e07,0.491,False
2565721c6b21,0.491,False
ee8b28da03f6,0.491,False
ba6d22c00aeb,0.491,False
55fbb602c3aa,0.491,False
e49ca2298c2c,0.491,False
e1e869f6ce6d,0.491,False
66c3c456819a,0.491,False
0a242e5f4c87,0.491,False
7e5e376c2242,0.491,False
8b5681109ac6,0.491,False
3f5923157be6,0.491,False
ce9c30db2749,0.491,False
7af358b82ffe,0.491,False
37baa119ee97,0.49,False
9b650d548610,0.49,False
5daa0d0daeb4,0.49,False
ac2f208e2e69,0.49,False
10174dc475e8,0.49,False
9339f5e548d7,0.49,False
9655041811e6,0.49,False
10ec64ad7b44,0.49,False
02bcf30d3e80,0.49,False
40b3ba0da926,0.49,False
d5b431e814bf,0.49,False
b3ac7b293ff2,0.49,False
b5d6b0ce7ca0,0.49,False
46ed3997a7fb,0.49,False
8403ad2c14a3,0.49,False
bdabd3a844c3,0.49,False
460460d458ca,0.49,False
d64e332620b1,0.49,False
7d2a5c647664,0.49,False
157b6810b93e,0.49,False
5d1b0ed35bb1,0.49,False
07f42f19c399,0.49,False
e31714126c97,0.489,False
8df69e72d7d1,0.489,False
13299fd7350b,0.489,False
c0b33ed761ce,0.489,False
5ab0c9df3ab3,0.489,False
95e1e8a02d7a,0.489,False
12a3477510e5,0.489,False
6368a3ac39a7,0.489,False
56fbdf1bf4c1,0.489,False
aff5d8ee761b,0.489,False
b1fc0b0abf60,0.489,False
7a60f43e49cc,0.489,False
c49a02acfc25,0.489,False
0dff67c3286e,0.489,False
27d524901e42,0.489,False
be774ddb4d91,0.489,False
5fcc6fc37cd3,0.489,False
15a90173df94,0.489,False
1e24b64f6284,0.489,False
8091f9a407f9,0.489,False
59229050ce05,0.489,False
7f51ee809039,0.489,False
ca8e9fd172fe,0.489,False
bdda0658902d,0.489,False
30c820a8d23e,0.489,False
2c49a47963cc,0.489,False
63efc558257f,0.489,False
ff5e4faec8c2,0.489,False
bd3d4340d285,0.488,False
e7d0ed84deec,0.488,False
85cae9b82a00,0.488,False
dfe5d7a87db2,0.488,False
75e33cf583e6,0.488,False
50ae27c169a2,0.488,False
0eac6cb06c19,0.488,False
c11156e06e7b,0.488,False
0b9cad7f50b9,0.488,False
5abfb56bbb91,0.488,False
f24c695a112b,0.488,False
4fbf84495843,0.488,False
32d27ee22619,0.488,False
2fbd3f4c00f6,0.488,False
4536b24e3066,0.487,False
53386d333a02,0.487,False
ba0b45caef90,0.487,False
8984709f8bc7,0.487,False
937d71338bec,0.487,False
db8fc722d5fe,0.487,False
a0d3432cfd3c,0.487,False
adaf27ae8cab,0.487,False
ebd08d65c58b,0.487,False
e6e7d3eae817,0.487,False
d1cb3685dc3e,0.487,False
3bc3bb2bafaa,0.487,False
60b48d917a04,0.487,False
7679dc2644fc,0.487,False
25ffd076867c,0.487,False
d9208d4a40f0,0.487,False
e582a8cb825b,0.487,False
123ac1f786c9,0.487,False
584047945bcc,0.487,False
31d6e3960d56,0.486,False
0f65e50ebb80,0.486,False
000be0ddb26c,0.486,False
5948bb8312db,0.486,False
3eaf651ce9f4,0.486,False
72e569c19d71,0.486,False
c62b8d22e5ff,0.486,False
259b842e9c19,0.486,False
7966c9c32afb,0.486,False
b96389bf7921,0.486,False
f13ebb239519,0.486,False
ffcc737f4caa,0.486,False
ac6c2e6bb82d,0.486,False
4a949717b7f4,0.486,False
7f456fcf7c36,0.486,False
c9d0f4293738,0.486,False
94cea5c9b6df,0.486,False
cfd49a33301a,0.486,False
4b809ee49bbe,0.486,False
d9ee55f4864c,0.486,False
7da9e3687a8e,0.486,False
b95d0d4a9c56,0.486,False
a487e090249b,0.486,False
b1f92956f485,0.486,False
1bbae72ad523,0.486,False
0d1f02cdcb3f,0.486,False
5a9216c9c7a3,0.486,False
72af3020438e,0.485,False
f179d8ef23d2,0.485,False
c23cd59e7aed,0.485,False
6ecc2a5ccaa6,0.485,False
86b52bb28493,0.485,False
c714886cd534,0.485,False
263e4d952390,0.485,False
820f1689eb7a,0.485,False
4dfb55949b4b,0.485,False
13005ed1188f,0.485,False
f2de637d9878,0.485,False
f644f7f81634,0.485,False
d7175a373b6c,0.485,False
9cd53379a854,0.485,False
42dd57b8262d,0.485,False
4118dc5b6749,0.484,False
263ae81fd4f8,0.484,False
b6bf126ed033,0.484,False
96a0d2de8148,0.484,False
c0a91624c469,0.484,False
02f850645544,0.484,False
e0d5f7d7667f,0.484,False
0f6cce9b8b8e,0.484,False
c08aa34f846a,0.484,False
bd5b74a50021,0.484,False
f418616b1794,0.484,False
adb3d53ea06a,0.484,False
a1890dc0572f,0.484,False
d45019470082,0.484,False
90069247e1d3,0.484,False
15f27f1bddaf,0.484,False
1f9c43601a0a,0.484,False
f9fbc69ee822,0.484,False
43a647ad1d1c,0.484,False
995e28ebb5d3,0.484,False
6144997f7da6,0.484,False
1fadb9574bbc,0.484,False
a74873455af3,0.484,False
268489b7478a,0.484,False
6d8f8b0ccf0a,0.484,False
828a108aba96,0.483,False
841acfe221fa,0.483,False
f56d4b0240ed,0.483,False
ee4eee4ff745,0.483,False
5a66e102856c,0.483,False
2eb5707482e2,0.483,False
30263c7335f7,0.483,False
233bbd55584f,0.483,False
5a54ab18bbff,0.483,False
5eed26bc1073,0.483,False
5b5dfd1438a2,0.483,False
ddad78eccfce,0.483,False
6d591e8ec5c8,0.483,False
54cd929e64af,0.483,False
e3d4a5ceb40d,0.483,False
a00c26cd2acd,0.483,False
bd45e153da82,0.483,False
24488d6e6aff,0.483,False
c5f1f3ae6f77,0.483,False
91d3a85fdfa7,0.483,False
e94ff7631227,0.483,False
907492173636,0.483,False
33c63e8c2dea,0.483,False
2dadb2c8e061,0.483,False
58073c41ef73,0.483,False
aafd5fdee81f,0.483,False
166740b99f9f,0.482,False
1334fcaad418,0.482,False
31d47091a941,0.482,False
ab1d918fbdb7,0.482,False
b4252a8926df,0.482,False
8458d2113285,0.482,False
af385e65ad0f,0.482,False
c6e82c49b37c,0.482,False
df614180d2b9,0.482,False
0664584f21df,0.482,False
6298e5a0cf2c,0.482,False
62e731597989,0.482,False
9705c9b51515,0.482,False
280edbb2bef4,0.482,False
fafddfbaea56,0.482,False
38977819a21b,0.482,False
742066ee4c55,0.482,False
78338ab340ba,0.482,False
378d47c7313f,0.481,False
9f7568eb6547,0.481,False
e1d3e9aa52de,0.481,False
498e3786b678,0.481,False
b0e5657fca11,0.481,False
49ee70e100aa,0.481,False
ec54e37cbf0f,0.481,False
4ab98b5c8883,0.481,False
38a36deb545e,0.481,False
eaefe12a652e,0.481,False
c3cee5a1620f,0.481,False
409468878555,0.481,False
a772177f5a4c,0.481,False
a2f8d3c72012,0.481,False
c893a94fed7c,0.481,False
d419808ecc1f,0.481,False
96f137ace7aa,0.481,False
7aa45b708ce6,0.481,False
b99b7bf7b1b0,0.481,False
c9ee92a7352e,0.481,False
ab708b3b7255,0.481,False
036cc6514385,0.481,False
653f950f06af,0.481,False
475edabf10a9,0.481,False
5e610f3b73ce,0.481,False
6a2f1b6dcda0,0.481,False
a1433e2ecb88,0.481,False
a8965bd5df63,0.48,False
7dd29b4e5b1d,0.48,False
bae9ef789cb2,0.48,False
e37fce3ee7e3,0.48,False
9c646d2b1c7e,0.48,False
0bf41b934d3c,0.48,False
3825b908c559,0.48,False
860622805ef7,0.48,False
2dae2e3b4c19,0.48,False
c4b1fdcffafe,0.48,False
599af80136a4,0.48,False
cddae3ef8cc1,0.48,False
0e6133d4425b,0.48,False
aaed6776dd44,0.48,False
8ae19cc60815,0.48,False
924fd28347fe,0.48,False
2562094f7ba4,0.48,False
3661db1f39a0,0.48,False
dba3b5893552,0.48,False
75d06c2457db,0.48,False
98e46bc6789c,0.48,False
9eecdf8900e0,0.48,False
57058030df24,0.48,False
7eb22141ef33,0.48,False
193b1c29d06c,0.48,False
0cfaf0288f17,0.48,False
0b2583d61998,0.48,False
9213d2c60219,0.48,False
5774d99a61f0,0.48,False
4c612ca06ead,0.48,False
a4ac736993c6,0.48,False
e44a58da9020,0.48,False
aefc3dbf2377,0.48,False
b76f11b3dace,0.48,False
c9b89f1a7e09,0.48,False
ce950f38c510,0.48,False
4b2ad1c7001c,0.479,False
2cf7ff7efa39,0.479,False
1d4aabcf8900,0.479,False
36e11f184ada,0.479,False
f3a96d7a54ed,0.479,False
3b4a7294857a,0.479,False
83a55ccf012f,0.479,False
fa1ff104afc7,0.479,False
fa06bbfe5e0f,0.479,False
3be6d27c3d6f,0.479,False
952a9f90623a,0.479,False
0a6790470639,0.479,False
71844ee71bef,0.479,False
264bc1029678,0.479,False
bcc2af46054a,0.479,False
37d28f256366,0.479,False
09f95d723877,0.479,False
19963c3a6229,0.479,False
23e33144de94,0.478,False
4cddef3bf2cd,0.478,False
35247e0d1a14,0.478,False
8c252d18daa3,0.478,False
ac806e4b1611,0.478,False
fc3066f8258c,0.478,False
5f953d7b45b1,0.478,False
5f5394435084,0.478,False
e794322b50eb,0.478,False
7710f4767a2e,0.478,False
637501afb24b,0.478,False
572cae053df0,0.478,False
f6eccefdde86,0.478,False
637baba4f482,0.478,False
972240491ad6,0.478,False
e84fb47ed9b6,0.478,False
e8418584f6c8,0.478,False
c52612447d4a,0.478,False
172c5864ecb1,0.478,False
644cc87858db,0.478,False
c27efef675e4,0.477,False
2840749950ce,0.477,False
e12e9439bab8,0.477,False
659225ad8ffe,0.477,False
7152c018f629,0.477,False
668fda88e45e,0.477,False
7a6f30779d4d,0.477,False
aa7b9b6833db,0.477,False
d74c8634e821,0.477,False
40622fdd8d6a,0.477,False
e528603a7638,0.477,False
4e53a59b2744,0.477,False
0781ec57725a,0.477,False
b5a980ff1ab1,0.477,False
8648da2655d3,0.477,False
15d84cab1b27,0.477,False
cffcc41ac568,0.477,False
116090bc8804,0.477,False
62709b608d67,0.477,False
e8dd03a4b3f9,0.476,False
4bf128088ecf,0.476,False
38e0d0854efa,0.476,False
496034f99404,0.476,False
ffb93368a856,0.476,False
00c98b8d59c4,0.476,False
3d60a903caf3,0.476,False
0e8c872f51d0,0.476,False
ab39ba91c036,0.476,False
694bd67515d3,0.476,False
7559bf55fed0,0.476,False
55685d025b50,0.476,False
223926b0bddb,0.476,False
c4a0a6df4238,0.476,False
2ab7e8e599a0,0.476,False
01480266c0db,0.476,False
4e837355eff3,0.476,False
8c25de0f6dce,0.476,False
6148844dae76,0.476,False
7fc3d8716721,0.476,False
ecedb4c8d539,0.475,False
78f50a78b1d7,0.475,False
b3e118bf5b4a,0.475,False
b8ff31efda71,0.475,False
a0a9b5f5bdbe,0.475,False
8ab1f01260ca,0.475,False
d995dae7f42e,0.475,False
289e9659dd34,0.475,False
7ae3a5eb74aa,0.475,False
59c47b073725,0.475,False
3dad42da96a6,0.475,False
a77e99908f05,0.475,False
eff4f0c7fe58,0.475,False
e499c4e61514,0.475,False
09269f04d938,0.475,False
c3cd74702b5f,0.475,False
a2d6a415c193,0.475,False
29a8a109ff74,0.475,False
3451422353f1,0.475,False
d858e8f3b7f2,0.475,False
b1209fdc8ac5,0.475,False
0c8a78632226,0.475,False
596222658432,0.475,False
8f8b3a7cada0,0.475,False
98fffebac027,0.475,False
faa7b49171d3,0.475,False
9e50d7093678,0.475,False
c451ad6c6604,0.475,False
136883c4a4f5,0.475,False
19fcb28f1719,0.475,False
f5e6623415a9,0.475,False
f8de5d3520fc,0.475,False
5789a0cf7ca1,0.475,False
4fbf8e2ce413,0.475,False
25cf8f2d50bc,0.475,False
a8a9626cd99e,0.475,False
fbbdfa1d719e,0.475,False
a8be68b36e9b,0.475,False
bc572a934995,0.475,False
90e4dc48ca20,0.475,False
9d697aed1e14,0.475,False
b02018ca30b6,0.475,False
2370dafabb92,0.474,False
77dfeed32faf,0.474,False
23f55458bcaf,0.474,False
82f2a6c02349,0.474,False
06d0357d582f,0.474,False
8bbca6b19d37,0.474,False
5d6ee24a2e3e,0.474,False
21de38a32602,0.474,False
f335e0445836,0.474,False
97c727d658bc,0.474,False
53208261d190,0.474,False
4070e27ffae3,0.474,False
41d16fba8003,0.474,False
45ba2f2ec291,0.474,False
0016fdba43a0,0.474,False
c076c21a13b5,0.474,False
4b05ae1faf05,0.474,False
eab33723057f,0.474,False
c35d356202fb,0.473,False
feeb5f00c365,0.473,False
5975c96a0372,0.473,False
db0a34aed7cd,0.473,False
7742ffc1d38d,0.473,False
363e6b6be209,0.473,False
39ce7a42780f,0.473,False
32bdd57b7864,0.473,False
6ed3a4cd0913,0.473,False
b7761ef1708c,0.473,False
c3b1d336f4f7,0.473,False
3aea75672065,0.473,False
3265a4bfb6cf,0.473,False
5330c98302c5,0.473,False
0a47afd4ef92,0.473,False
f003792044e1,0.473,False
4bc3365e726d,0.473,False
a231d3f5473e,0.473,False
8bedbbd598fb,0.473,False
3b86923fc1dd,0.473,False
9447e491632f,0.473,False
54c78a245c83,0.473,False
f2339dc2d820,0.473,False
ffa60e6b8569,0.473,False
9c5334aaac9e,0.473,False
89ba0cf89092,0.472,False
529034a60a92,0.472,False
3aa0ff6c521f,0.472,False
c02e5f05cfec,0.472,False
d1332b476972,0.472,False
46e2e01c2f7c,0.472,False
b787ac8ea028,0.472,False
5bf7125a05af,0.472,False
fd9cf2d0934f,0.472,False
fb40b5149786,0.472,False
d7a73c5861ef,0.472,False
e3eaf0ee812d,0.472,False
85c54c453549,0.472,False
3e345345ee16,0.472,False
715220e5f507,0.472,False
dbbe3f0b6113,0.472,False
4f9498f42f2f,0.472,False
acbe003c96c8,0.472,False
fec62f91a972,0.472,False
22213fabdda0,0.472,False
d810976e3427,0.472,False
49a0ca0bdacd,0.472,False
e7a58df450dc,0.471,False
530be7723acc,0.471,False
1301c4765c5b,0.471,False
20e1c3bca5b4,0.471,False
eba35d8d1ca1,0.471,False
c1895c44a608,0.471,False
a2b3a7226ac4,0.471,False
6acdf57f2d7f,0.471,False
640568f561a1,0.471,False
08041530a80d,0.471,False
577ecaadc131,0.471,False
2cbeb92288de,0.471,False
441d6e3676fa,0.471,False
541eb3b1abfb,0.471,False
8bc20adebc8d,0.471,False
9e1e97bc9d0c,0.471,False
1928f29be92a,0.471,False
717162f460bf,0.471,False
dc5f1295648a,0.471,False
2246fea56c19,0.471,False
f7f087c7f0ae,0.471,False
584ccb13df67,0.471,False
8c1f07032cbc,0.471,False
3b7ff8c2fbbe,0.471,False
2b79351ade8f,0.471,False
2f31df3e5c1a,0.47,False
4f0001b74fbc,0.47,False
b199794ce252,0.47,False
d221474d4ae5,0.47,False
f85d7f6c4473,0.47,False
e730850ddac5,0.47,False
368b7a5df514,0.47,False
3b02dcc6163a,0.47,False
3fb9015c1141,0.47,False
9eb5b3603140,0.47,False
3eb57587890e,0.47,False
0bbf77f7edaa,0.47,False
5215a3511a14,0.47,False
4793ea3bafeb,0.47,False
3b149bcb70f4,0.47,False
e8be8dd08500,0.47,False
c0319e6e20f1,0.47,False
cc401d3543d7,0.47,False
e4d4fbee71a9,0.47,False
d6216a6466ff,0.47,False
a33975f87fcc,0.47,False
5b98dc7726b1,0.47,False
f2255954be94,0.47,False
f063328faf71,0.47,False
bdd1289caeb6,0.47,False
f9402f441c51,0.47,False
70877e653660,0.469,False
953f21aa1920,0.469,False
31bda58ebf3b,0.469,False
8df1a11e1b9c,0.469,False
2466288fde80,0.469,False
0bb6c574e3af,0.469,False
54de62bb561a,0.469,False
206d14da411b,0.469,False
44a1829ffd59,0.469,False
341409b8e7f2,0.469,False
c113862f578c,0.469,False
b784ea261083,0.469,False
a9e8f9f32aed,0.469,False
dfedde793985,0.469,False
690ee444cbe3,0.469,False
823ca63ec184,0.469,False
43c3fec69d08,0.469,False
26269fb81850,0.469,False
c91072db7996,0.469,False
e69612e17039,0.469,False
2a5cc8fcd04f,0.469,False
3cc7f2620c6c,0.469,False
71aec1cc097e,0.469,False
39a14bb76ac8,0.469,False
36c93502db4e,0.469,False
8ef6d93193f7,0.469,False
d101f54e7c4d,0.469,False
6d7dc108d99d,0.469,False
581c0da0838c,0.469,False
88c6d0a71195,0.469,False
dc498b6415ec,0.469,False
2012fe9b7a40,0.469,False
7cc8290df9cb,0.469,False
0e98cd3a0d62,0.469,False
9dd843ee654a,0.469,False
fb967981ea9b,0.468,False
be2eb1a91865,0.468,False
718862360d6f,0.468,False
acbdac7c5ac4,0.468,False
c14843b0d597,0.468,False
fe92851cf6be,0.468,False
74a398425043,0.468,False
bdea7c5be4e9,0.468,False
93c41e75ef93,0.468,False
92f1e06c3afd,0.468,False
8f9a5e26c6a7,0.468,False
113a250e31c3,0.468,False
5716dab435d4,0.468,False
bbd0653660b0,0.468,False
36208c047e69,0.468,False
2501c6293e4e,0.467,False
96b98a4f5ba2,0.467,False
2fe250f8fad0,0.467,False
494ef74d3d8c,0.467,False
ef90d0678898,0.467,False
2112311bc67f,0.467,False
b2666c6281c6,0.467,False
129dd638c105,0.467,False
bb8f2060ed24,0.467,False
63bc158bdd6a,0.467,False
d80653b5d5d3,0.467,False
91a719aadb14,0.467,False
068d8b133dc9,0.467,False
b9216ef17066,0.467,False
8f04d0e1ae78,0.467,False
d7ae17bbff1b,0.467,False
19560869e627,0.467,False
7505f78a6625,0.467,False
675cb612608b,0.467,False
cb92491fa481,0.467,False
d4e957aa516c,0.467,False
f3a024a02eac,0.467,False
f34a63f53651,0.467,False
e49a2aa54cac,0.467,False
46647b2b8a14,0.467,False
488c786bc707,0.466,False
a23f308bd6c0,0.466,False
6bbf919e5fa9,0.466,False
e47ccc5d4c77,0.466,False
ce3988e2372e,0.466,False
68bbb46e0632,0.466,False
c863ebb39b6c,0.466,False
471cad92f95a,0.466,False
eb6acdcf864f,0.466,False
ca9145e7267a,0.466,False
ecf60356a424,0.466,False
2b41de9720f7,0.466,False
95fa9d59966b,0.466,False
3d5426a15318,0.466,False
29958909e1d2,0.466,False
48033dfe0918,0.466,False
76f8265f69f7,0.466,False
32d3aa240bc7,0.466,False
93c73b9ce7ab,0.466,False
6c8835f00023,0.466,False
af7317e6e3ab,0.466,False
6605dcf03c62,0.466,False
7a718dd3f0df,0.465,False
34aeac1f57eb,0.465,False
ce3056d8c651,0.465,False
ed9ff5531570,0.465,False
12cb69c871c4,0.465,False
adc019f55ee0,0.465,False
012e3f4775dc,0.465,False
7d888ec9b5ed,0.465,False
3f449eb380f9,0.465,False
9258183933d7,0.465,False
a651c8bfade8,0.465,False
0439db93911c,0.465,False
0ab21d757b88,0.465,False
663237c5c57b,0.465,False
de431f745fdf,0.465,False
bd6ec6731b14,0.465,False
677b805e5cf4,0.465,False
fded83f80085,0.465,False
d50efbe8a9e0,0.465,False
0c2de4657374,0.465,False
cfa827b97a6f,0.465,False
8df1195c6ef0,0.464,False
655696f54859,0.464,False
caedbe053c07,0.464,False
490b892a8b42,0.464,False
f9168e34d378,0.464,False
8ed23703366c,0.464,False
66ed54f0fc20,0.464,False
fd85e8009936,0.464,False
c94a355775ed,0.464,False
d0850e40232e,0.464,False
4ab0035131f1,0.464,False
ef190959d05a,0.464,False
6c04278b7a8f,0.464,False
3bcfdf0e3f7e,0.464,False
5742aafd8322,0.464,False
98297d0ecd95,0.464,False
afd308f12dc7,0.464,False
ec908a96d0b8,0.464,False
222551f224bb,0.464,False
1d2696e924f1,0.464,False
1123dcadf011,0.464,False
4d2f7ebed3a1,0.464,False
8eec16a4b944,0.464,False
70a4bf8b4574,0.464,False
79b527774b77,0.464,False
fb016dd6ed3b,0.464,False
c92ce67be9d4,0.464,False
9bcbf60bb54b,0.464,False
01f4ebd9bce7,0.464,False
a39ac06f23c9,0.463,False
a9badd82391a,0.463,False
d9b5f489f8a5,0.463,False
1fa9d127be55,0.463,False
a75600edccfa,0.463,False
123024943f1c,0.463,False
4e75aa8c02bb,0.463,False
c4e04d3dc021,0.463,False
694dd06fa5db,0.463,False
af139df163a1,0.463,False
d2925f099939,0.463,False
4af331d6691f,0.463,False
a0cba06dd109,0.463,False
d9dc245ef602,0.463,False
9af6726f52d5,0.463,False
161d4820b637,0.463,False
4f83c4cc4d18,0.463,False
cf2c0c3ef083,0.463,False
31bf4a16370a,0.463,False
e30dff1a76c0,0.463,False
c54ccf157bc3,0.462,False
5167c7316a86,0.462,False
64bded02c0a3,0.462,False
78ffc1bc863a,0.462,False
66a516dfda03,0.462,False
4aff1c0950d4,0.462,False
e33ec93c34f1,0.462,False
0ac9b0196853,0.462,False
549eedde8777,0.462,False
9590cd003ade,0.462,False
e96c9e002399,0.462,False
1ae69b23605c,0.462,False
76a1a0e10c2a,0.462,False
fd531771edee,0.462,False
b9f83aa7fb4b,0.461,False
0914e37e6382,0.461,False
90cc5f7f563a,0.461,False
dad49ea7d69c,0.461,False
7c82820c363a,0.461,False
e5a9d5fe9f42,0.461,False
c54fb5ace1d9,0.461,False
86747bf2d122,0.461,False
66dacca0e919,0.461,False
b9e91e01aef3,0.461,False
51f94b5052ba,0.461,False
a0dd174a54fc,0.461,False
c87daaa7e356,0.461,False
26642a754a7d,0.461,False
c406017b53f5,0.461,False
3f23b2936081,0.461,False
1761b08f5909,0.461,False
56a9742aac59,0.461,False
6c38d352f229,0.461,False
edb0f93db790,0.461,False
55fcd72ebec4,0.461,False
ab4588ee3e41,0.461,False
1bf6d8bd9e0b,0.461,False
afe2f42078b2,0.46,False
62f28c383cb0,0.46,False
e5435a84c3b1,0.46,False
2d250973df74,0.46,False
8af354232c43,0.46,False
7b37813e22a6,0.46,False
0aa737829ebf,0.46,False
ca8eefc95957,0.46,False
92c33b32e460,0.46,False
67ed3181694c,0.46,False
7dbdc958099a,0.46,False
7c61b3a252f9,0.46,False
e97c57418818,0.46,False
1a34868026a9,0.46,False
33a49e376c3c,0.46,False
1511d01c9840,0.46,False
3892b2445e33,0.46,False
a9159a83a560,0.46,False
944b283977df,0.46,False
5be9245b7cf5,0.46,False
ce1e0b1368c5,0.46,False
acee1d1197fc,0.46,False
ea44bdf74de8,0.46,False
5151812c24d5,0.46,False
b998e0cde61a,0.46,False
04b3d9759f28,0.459,False
7791434b742a,0.459,False
c1ae3e7ad70b,0.459,False
3fdaf564ddce,0.459,False
cd219d42bff7,0.459,False
b788e4c48af6,0.459,False
f33b4bc906c0,0.459,False
eaf5ec06d686,0.459,False
854046970dd6,0.459,False
3b8f85d7e4ac,0.459,False
98f5e7af6199,0.459,False
173484d98e2c,0.459,False
b895079d8aa8,0.459,False
292f8fc75ca7,0.459,False
a76be5725139,0.459,False
b78d9051c55f,0.459,False
c8b69d180a05,0.459,False
2e62ffe9722d,0.459,False
ca5a3ee874cb,0.459,False
bf0c4205df24,0.459,False
aee8397c97fb,0.459,False
41e0567d48f6,0.459,False
87f655e9b216,0.459,False
b16ee80222e2,0.459,False
89fe15a970e8,0.459,False
05d81c60d8f0,0.459,False
2b90d7139ea7,0.459,False
afaf5ffc9088,0.459,False
8b7b0cef077d,0.459,False
46dde6d44058,0.459,False
c4ecba9075b1,0.459,False
bd5965800cd1,0.459,False
0e47c044622e,0.459,False
30f31d989e8c,0.459,False
e069357ea42e,0.459,False
4fe4c5a1841f,0.459,False
f904f339340d,0.459,False
248f9d666f0b,0.459,False
fb0e41b12a5f,0.459,False
25f43838674c,0.459,False
